Query_ID	Doc_ID	Rank	Score
1.0	486.0	1.0	20.119134237971807
1.0	13.0	2.0	18.029652117379527
1.0	184.0	3.0	17.86115265661919
1.0	51.0	4.0	16.10272522053518
1.0	746.0	5.0	15.736615977466947
2.0	746.0	1.0	23.944917316535637
2.0	12.0	2.0	23.190994759132273
2.0	792.0	3.0	17.70023235086804
2.0	700.0	4.0	14.852097825709153
2.0	51.0	5.0	13.068464778196963
3.0	399.0	1.0	24.975905189163754
3.0	144.0	2.0	22.451345439076484
3.0	485.0	3.0	21.850946334497863
3.0	5.0	4.0	16.85731793863657
3.0	90.0	5.0	16.734923680762996
4.0	166.0	1.0	32.83025117577334
4.0	488.0	2.0	28.58296118508973
4.0	236.0	3.0	14.689908122312445
4.0	1296.0	4.0	14.330307226380086
4.0	1202.0	5.0	12.94860524236593
5.0	552.0	1.0	17.26678844344181
5.0	103.0	2.0	10.6508121722248
5.0	1032.0	3.0	10.136178465122033
5.0	1296.0	4.0	9.578346619846634
5.0	1379.0	5.0	9.427469523821802
6.0	491.0	1.0	14.834697035440984
6.0	386.0	2.0	10.796170111483423
6.0	385.0	3.0	10.28899695722485
6.0	997.0	4.0	9.067048307140134
6.0	544.0	5.0	8.876728519613264
7.0	492.0	1.0	35.9752949606209
7.0	57.0	2.0	14.33982803440167
7.0	48.0	3.0	14.02869790116689
7.0	248.0	4.0	12.778650121992497
7.0	973.0	5.0	11.979036470561665
8.0	492.0	1.0	21.949903779861973
8.0	232.0	2.0	17.067071115841387
8.0	69.0	3.0	15.919352041393772
8.0	122.0	4.0	14.416796857281875
8.0	441.0	5.0	14.35917877378848
9.0	45.0	1.0	9.707135511167643
9.0	168.0	2.0	9.67370086650412
9.0	5.0	3.0	8.799629562842702
9.0	585.0	4.0	7.950616142098096
9.0	270.0	5.0	7.218961894121578
10.0	302.0	1.0	20.601924848182815
10.0	1143.0	2.0	17.495471182163936
10.0	493.0	3.0	16.73670428913895
10.0	691.0	4.0	15.759120509034403
10.0	1214.0	5.0	12.931595794294509
11.0	495.0	1.0	24.834280746076985
11.0	654.0	2.0	14.257972393481168
11.0	1327.0	3.0	13.826154808795891
11.0	160.0	4.0	13.254373589643148
11.0	777.0	5.0	12.046985584004846
12.0	624.0	1.0	29.100486429437016
12.0	941.0	2.0	10.033067942953885
12.0	34.0	3.0	9.49717149907113
12.0	1222.0	4.0	9.492689117288583
12.0	966.0	5.0	8.958772652129433
13.0	496.0	1.0	26.110360941218964
13.0	313.0	2.0	12.869717942738035
13.0	643.0	3.0	9.61198054960311
13.0	903.0	4.0	9.220438544451715
13.0	1242.0	5.0	8.105092496534745
14.0	64.0	1.0	16.600155437707848
14.0	170.0	2.0	14.331977410414149
14.0	291.0	3.0	13.743730274952826
14.0	335.0	4.0	13.728256229687977
14.0	132.0	5.0	13.228334821541111
15.0	82.0	1.0	9.429833934718502
15.0	463.0	2.0	8.028202546669386
15.0	553.0	3.0	7.698120851302683
15.0	1098.0	4.0	7.02475095625292
15.0	462.0	5.0	6.496956950902892
16.0	106.0	1.0	22.97812413302966
16.0	498.0	2.0	21.140005022886438
16.0	231.0	3.0	14.009028171912842
16.0	494.0	4.0	11.962841117508795
16.0	336.0	5.0	10.770124408594357
17.0	106.0	1.0	22.97812413302966
17.0	498.0	2.0	15.00503147224755
17.0	1281.0	3.0	14.743917491436136
17.0	700.0	4.0	14.217676640247994
17.0	336.0	5.0	11.039318582884174
18.0	248.0	1.0	19.176663174363654
18.0	57.0	2.0	16.598955916235962
18.0	492.0	3.0	15.201892377321201
18.0	197.0	4.0	14.171743258912542
18.0	469.0	5.0	12.270634802546711
19.0	1242.0	1.0	13.471672754176575
19.0	172.0	2.0	12.484836224559471
19.0	706.0	3.0	11.132470368493607
19.0	78.0	4.0	7.856734743769987
19.0	313.0	5.0	7.5187028470900295
20.0	500.0	1.0	35.92013418510154
20.0	88.0	2.0	22.74607481551581
20.0	268.0	3.0	22.38058121835956
20.0	87.0	4.0	18.669645564229427
20.0	270.0	5.0	17.77582608407228
21.0	502.0	1.0	18.851632429324315
21.0	68.0	2.0	15.19020982530542
21.0	413.0	3.0	13.00487161468513
21.0	883.0	4.0	12.793721635710327
21.0	1303.0	5.0	10.914485266838641
22.0	125.0	1.0	16.648919917699203
22.0	140.0	2.0	15.584991742753846
22.0	165.0	3.0	14.760431079996055
22.0	1212.0	4.0	14.394879761481562
22.0	560.0	5.0	12.263383775163973
23.0	899.0	1.0	11.740427489447047
23.0	1197.0	2.0	9.033029222675584
23.0	1112.0	3.0	8.890243656791217
23.0	892.0	4.0	8.534744529483092
23.0	1287.0	5.0	7.197585338419426
24.0	756.0	1.0	22.909724784479977
24.0	46.0	2.0	16.363334617383984
24.0	833.0	3.0	13.206191666852035
24.0	1361.0	4.0	11.348497292166227
24.0	47.0	5.0	8.469386892011645
25.0	277.0	1.0	16.957627527709793
25.0	214.0	2.0	15.836949849129109
25.0	588.0	3.0	15.65939290092587
25.0	511.0	4.0	13.447346686971553
25.0	540.0	5.0	12.620957023990364
26.0	611.0	1.0	23.086471943404973
26.0	306.0	2.0	21.982273852347056
26.0	1282.0	3.0	17.08259921772262
26.0	145.0	4.0	16.85295409922407
26.0	307.0	5.0	16.678764732270523
27.0	681.0	1.0	11.76943738830211
27.0	1176.0	2.0	10.142390647784566
27.0	512.0	3.0	9.176566932201887
27.0	1124.0	4.0	9.066374573278999
27.0	744.0	5.0	7.7197922241715755
28.0	681.0	1.0	11.76943738830211
28.0	1048.0	2.0	10.483237313826871
28.0	521.0	3.0	9.352971333157976
28.0	433.0	4.0	8.750159028498095
28.0	674.0	5.0	8.604356889751946
29.0	465.0	1.0	26.543370830698272
29.0	514.0	2.0	25.182936371483468
29.0	420.0	3.0	24.16203444622838
29.0	250.0	4.0	23.09283889760794
29.0	901.0	5.0	20.99873965620391
30.0	680.0	1.0	10.312109390964128
30.0	633.0	2.0	9.729230887288669
30.0	513.0	3.0	9.528605504680181
30.0	752.0	4.0	9.409484530729712
30.0	1197.0	5.0	9.032412469172538
32.0	752.0	1.0	22.154146727310284
32.0	1186.0	2.0	12.942391460270482
32.0	467.0	3.0	11.972030231299563
32.0	556.0	4.0	10.818000043698085
32.0	147.0	5.0	9.741746482924608
33.0	516.0	1.0	40.85932154503316
33.0	431.0	2.0	28.33838867704841
33.0	714.0	3.0	18.594711518640004
33.0	141.0	4.0	18.063381498784317
33.0	252.0	5.0	17.954385782269902
34.0	672.0	1.0	16.757227913241238
34.0	799.0	2.0	15.812711087396853
34.0	252.0	3.0	14.584203015039272
34.0	431.0	4.0	14.111863899499333
34.0	516.0	5.0	13.905160787788159
35.0	1327.0	1.0	12.887648477094853
35.0	654.0	2.0	12.532850579096399
35.0	1203.0	3.0	12.05125115878301
35.0	1314.0	4.0	9.535015360438665
35.0	166.0	5.0	8.722232851547956
36.0	319.0	1.0	11.780142070857648
36.0	387.0	2.0	11.319749274142978
36.0	1160.0	3.0	10.945256800199815
36.0	135.0	4.0	10.752524786900377
36.0	623.0	5.0	9.140908492508293
37.0	186.0	1.0	10.648047496708365
37.0	503.0	2.0	10.403588861919596
37.0	232.0	3.0	9.532220917813763
37.0	126.0	4.0	9.418066453849766
37.0	461.0	5.0	9.151108045143953
38.0	536.0	1.0	18.351065357691766
38.0	976.0	2.0	12.705046089699458
38.0	294.0	3.0	11.060489427836094
38.0	295.0	4.0	10.054697092032969
38.0	154.0	5.0	9.18098279883155
39.0	1205.0	1.0	11.04487182174084
39.0	1278.0	2.0	10.959310011272951
39.0	337.0	3.0	10.822821890756943
39.0	113.0	4.0	10.586696217484128
39.0	40.0	5.0	10.318220408236073
40.0	536.0	1.0	16.4817946750897
40.0	37.0	2.0	11.281955266245276
40.0	113.0	3.0	10.586696217484128
40.0	1205.0	4.0	9.872610471521575
40.0	976.0	5.0	9.631785464220155
41.0	289.0	1.0	21.838447704409745
41.0	927.0	2.0	16.908239661017205
41.0	229.0	3.0	15.257630360906049
41.0	433.0	4.0	13.893733789882898
41.0	643.0	5.0	11.305595928184829
42.0	521.0	1.0	32.23792724887059
42.0	440.0	2.0	21.424162402094026
42.0	526.0	3.0	20.083442319096854
42.0	439.0	4.0	17.103004963283077
42.0	467.0	5.0	15.177980406858715
43.0	467.0	1.0	20.220229591607975
43.0	404.0	2.0	14.414323930956083
43.0	503.0	3.0	12.862847138388732
43.0	1194.0	4.0	12.754573226927224
43.0	469.0	5.0	10.594776796206077
44.0	552.0	1.0	8.70261286109497
44.0	583.0	2.0	7.975492305391393
44.0	405.0	3.0	7.418353155069122
44.0	1314.0	4.0	7.370167632595911
44.0	103.0	5.0	6.733454096481684
45.0	305.0	1.0	27.24419248969529
45.0	525.0	2.0	22.897240666750683
