Query_ID	Doc_ID	Rank	Score
1	486	1	9.067875864061175
1	184	2	7.979381706883286
1	51	3	7.489656527647755
1	12	4	7.395125761305335
1	878	5	6.253685463060602
1	573	6	6.133809512189165
1	359	7	5.342626365005376
1	141	8	5.033201296946277
1	13	9	5.030579649935376
1	944	10	4.915596626027587
1	746	11	4.871571806834934
1	56	12	4.817649515853202
1	78	13	4.72961162640532
1	435	14	4.6998384670483215
1	879	15	4.533174867471139
1	14	16	4.497351962118075
1	1186	17	4.433688301265676
1	663	18	4.425885759942336
1	665	19	4.418986674798501
1	329	20	4.411484092416364
1	747	21	4.217798131773776
1	332	22	4.1954719779173715
1	1144	23	3.85144321873784
1	876	24	3.841344454756163
1	1340	25	3.722863122974926
1	283	26	3.6845088576819687
1	875	27	3.6535465112739876
1	792	28	3.6336098882022148
1	453	29	3.561422728581522
1	1328	30	3.487580305942374
1	202	31	3.4726939568368214
1	729	32	3.4650888407557296
1	685	33	3.464787736437767
1	195	34	3.3714759955774256
1	526	35	3.367069051507445
1	29	36	3.33006064179751
1	1263	37	3.2137851451128396
1	1169	38	3.1598049859334045
1	253	39	3.1517855593580815
1	719	40	3.0767594255796125
1	1034	41	3.0725258669819437
1	1194	42	3.035490836305657
1	781	43	2.992436567654662
1	1163	44	2.939299082767543
1	584	45	2.918734108355456
1	1338	46	2.917470473185055
1	280	47	2.9125246292235674
1	414	48	2.8876574009758307
1	328	49	2.8642954951787907
1	1268	50	2.8385580963585877
1	874	51	2.8366807149919917
1	726	52	2.806395684434787
1	982	53	2.7815587145735403
1	1042	54	2.7732010219860346
1	1155	55	2.7692917029263375
1	378	56	2.765441426976714
1	327	57	2.7579734725660647
1	817	58	2.732076997929891
1	252	59	2.7135828307107683
1	1158	60	2.7129094159806706
1	25	61	2.7067847289886453
1	606	62	2.7023413747634
1	540	63	2.6949808981652916
1	240	64	2.6930762287033945
1	799	65	2.6641982185026647
1	300	66	2.651102005743403
1	497	67	2.6468225984836113
1	220	68	2.6417641410022394
1	1305	69	2.620531552767538
1	625	70	2.5879259928782905
1	717	71	2.587129290858555
1	592	72	2.5661859146935915
1	925	73	2.5581614646809907
1	102	74	2.55428423532555
1	494	75	2.537649277794243
1	1300	76	2.5333587032536014
1	349	77	2.528822109431278
1	1361	78	2.5278656657087986
1	84	79	2.503725214563511
1	415	80	2.481192874962986
1	364	81	2.4585362441608547
1	57	82	2.4476420349374712
1	216	83	2.4452272753418427
1	572	84	2.439114875997401
1	585	85	2.429848750170924
1	1003	86	2.427519523439407
1	345	87	2.4248712212485968
1	1380	88	2.4143534166096083
1	1212	89	2.4077328433815066
1	908	90	2.4057004871795815
1	1167	91	2.401836540650018
1	142	92	2.395284821992697
1	818	93	2.3786444453870366
1	180	94	2.3594553879069964
1	884	95	2.3592928500780097
1	209	96	2.3535852019097323
1	658	97	2.3478757840707623
1	522	98	2.346618817474553
1	293	99	2.345142592237834
1	100	100	2.3398934962097244
1	1168	101	2.336272259890548
1	193	102	2.332905506559197
1	1191	103	2.3203670484238854
1	272	104	2.313522436825558
1	251	105	2.308257363033622
1	311	106	2.3065641839130278
1	1198	107	2.29606555338377
1	601	108	2.2919178252106795
1	456	109	2.2889993426898254
1	635	110	2.274134043134633
1	302	111	2.271494570629499
1	92	112	2.262840997621966
1	811	113	2.2563682486232866
1	576	114	2.2561208624145923
1	711	115	2.253253133920585
1	481	116	2.2498374046253335
1	577	117	2.2481328764133948
1	82	118	2.246192435008754
1	1315	119	2.2414728041016367
